date,avg_price,min_price,max_price,mandi_count,arrival_quantity,days_since_previous,day,month,day_of_week,day_of_year,lag_1,lag_2,lag_3,lag_7,lag_14,ma_3,ma_7,ma_14,std_7,change_1,change_3
2025-05-07,1339.7777777777778,500.0,1900.0,54,0.0,1.0,7,5,2,127,1167.3030303030303,964.0524193548387,1267.8749019607842,1026.9130303030304,1156.1503508771932,1157.0444091452152,1600.1705519319166,1313.7484432007702,542.0860629626509,0.14775490425136084,0.0567113330390836
2025-05-08,1183.6666666666667,700.0,1850.0,66,0.0,1.0,8,5,3,128,1339.7777777777778,1167.3030303030303,964.0524193548387,2372.8214285714284,1035.803484848485,1230.2491582491582,1430.2913002312362,1324.3100990449261,435.4341102299794,-0.11652015259578696,0.2278032220061208
2025-05-09,1243.5185185185185,800.0,2000.0,27,0.0,1.0,9,5,4,129,1183.6666666666667,1339.7777777777778,1167.3030303030303,2063.76,1050.7,1255.6543209876543,1313.1139457338816,1338.0828503676773,335.43626758388103,0.05056478613223181,0.06529194753799517
2025-05-10,1299.4615384615386,800.0,2750.0,26,0.0,1.0,10,5,5,130,1243.5185185185185,1183.6666666666667,1339.7777777777778,2025.6043055555556,1034.994423076923,1242.2155745489079,1209.3792647204505,1356.9733586094355,124.04476660627647,0.044987685434446645,-0.030091736096048538
2025-05-12,1383.3333333333333,600.0,2500.0,15,0.0,2.0,12,5,0,132,1299.4615384615386,1243.5185185185185,1183.6666666666667,1267.8749019607842,999.0384615384615,1308.771130104463,1225.8733263451006,1384.4229923090695,139.79540089187017,0.06454349927978043,0.16868487749929573
2025-05-13,1076.6451612903227,500.0,2500.0,31,0.0,1.0,13,5,1,133,1383.3333333333333,1299.4615384615386,1243.5185185185185,964.0524193548387,1026.931052631579,1253.1466776950647,1241.9580037644555,1387.974000070408,107.36570265354138,-0.22170229304314015,-0.13419450916340392
2025-05-15,1032.8870967741937,325.0,1800.0,62,0.0,2.0,15,5,3,135,1076.6451612903227,1383.3333333333333,1299.4615384615386,1167.3030303030303,1016.9038888888889,1164.2885304659496,1222.7557275460501,1389.1156577765014,132.11141247772716,-0.040642976989453516,-0.20514223299209633
2025-05-16,1051.52125,650.0,4000.0,64,0.0,1.0,16,5,4,136,1032.8870967741937,1076.6451612903227,1383.3333333333333,1339.7777777777778,1026.9130303030304,1053.684502688172,1181.5762235777963,1390.8733877548564,134.46026493087862,0.018040842299223758,-0.23986415662650595
2025-05-17,1018.5416666666666,675.0,1750.0,48,0.0,1.0,17,5,5,137,1051.52125,1032.8870967741937,1076.6451612903227,1183.6666666666667,2372.8214285714284,1034.3166711469532,1157.9869378635105,1294.1391190473732,147.85020181646775,-0.03136368697573477,-0.05396717201981471
2025-05-18,1049.0625,700.0,1500.0,32,0.0,1.0,18,5,6,138,1018.5416666666666,1051.52125,1032.8870967741937,1243.5185185185185,2063.76,1039.708472222222,1130.207506646579,1221.6607261902304,147.36864057322677,0.029965228062998506,0.01566037883164939
2025-05-19,964.1081666666666,350.0,1675.0,60,0.0,1.0,19,5,0,139,1049.0625,1018.5416666666666,1051.52125,1299.4615384615386,2025.6043055555556,1010.5707777777776,1082.2998821044546,1145.8395734124526,137.34456510158688,-0.08098119352596567,-0.08313011585199381
2025-05-20,998.2321666666667,500.0,1750.0,60,0.0,1.0,20,5,1,140,964.1081666666666,1049.0625,1018.5416666666666,1383.3333333333333,1267.8749019607842,1003.8009444444442,1027.2854297235024,1126.5793780343015,37.50842039327239,0.03539436878538349,-0.01993978318674572
2025-05-21,997.6613559322035,500.0,1666.0,59,0.0,1.0,21,5,2,141,998.2321666666667,964.1081666666666,1049.0625,1076.6451612903227,964.0524193548387,986.6672297551787,1016.0020289580568,1128.980016361256,31.59980569612942,-0.0005718216197833081,-0.04899721805688084
2025-05-22,1016.55875,350.0,1750.0,64,0.0,1.0,22,5,3,142,997.6613559322035,998.2321666666667,964.1081666666666,1032.8870967741937,1167.3030303030303,1004.1507575329566,1013.6694079903149,1118.2125677681827,30.736522518842143,0.018941691943293648,0.05440321443876717
2025-05-23,1059.9103703703704,500.0,3500.0,54,0.0,1.0,23,5,4,143,1016.55875,997.6613559322035,998.2321666666667,1051.52125,1339.7777777777778,1024.7101587675245,1014.8678537575106,1098.2220386676534,32.56740101138185,0.04264546478043729,0.061787433588382346
2025-05-24,1020.7918867924528,350.0,1400.0,53,0.0,1.0,24,5,5,144,1059.9103703703704,1016.55875,997.6613559322035,1018.5416666666666,1183.6666666666667,1032.420335720941,1015.1893137754802,1086.5881258194952,32.62076936074743,-0.03690735053780836,0.023184751742374887
2025-05-25,1128.5714285714287,600.0,1700.0,28,0.0,1.0,25,5,6,145,1020.7918867924528,1059.9103703703704,1016.55875,1049.0625,1243.5185185185185,1069.7578952447504,1026.547732142827,1078.377619394703,53.525232520231995,0.10558424608726291,0.11018810134822865
2025-05-26,1114.4338181818182,450.0,1700.0,55,0.0,1.0,26,5,0,146,1128.5714285714287,1020.7918867924528,1059.9103703703704,964.1081666666666,1299.4615384615386,1087.9323778485666,1048.0228252164202,1065.1613536604375,54.44677909487148,-0.01252699654775613,0.051441564622483504
2025-05-27,1181.4083018867925,600.0,1700.0,53,0.0,1.0,27,5,1,147,1114.4338181818182,1128.5714285714287,1020.7918867924528,998.2321666666667,1383.3333333333333,1141.471182880013,1074.190844533581,1050.7381371285414,68.68518712905012,0.060097318128987,0.15734491738470902
2025-05-28,1158.6842105263158,640.0,1733.0,57,0.0,1.0,28,5,2,148,1181.4083018867925,1114.4338181818182,1128.5714285714287,997.6613559322035,1076.6451612903227,1151.5087768649753,1097.1941094755969,1056.5980692168268,65.68135766836953,-0.019234748328909368,0.02668221185876085
